asin,title,category
B0B5SXDD61,Sonic Forces + Super Monkey Ball: Banana Blitz HD Double Pack - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B0C2K279P4,"Wireless Controller for Xbox 360, Etpark Xbox 360 Joystick Wireless Game Controller for Xbox 360 & Slim Console and PC Windows XP/7/8/10(Black)","['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Controllers', 'Joysticks']"
B08XXNNXHT,"INPHIC Wired RGB Gaming Mouse, High Performance USB Ergonomic Computer Mouse, 12 Programmable Buttons, 5000 DPI Optical, Chroma LED Backlight, Adjustable Weight MMO Gamer Mice for PC Desktop","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
1626547203,Magical Jungle: An Inky Expedition and Coloring Book for Adults,"['Video Games', 'PlayStation 4']"
B00NGIYFOA,Xbox One Chat Headset,"['Video Games', 'Xbox One', 'Accessories', 'Headsets']"
B07VGPSM7T,Nintendo Neon Purple/Neon Orange Joy-Con (L-R) - Switch (Japan Import),"['Video Games', 'Nintendo Switch', 'Games']"
B0C2JJDH4J,Playseat Challenge Black,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation', 'Accessories']"
B07KF1MTRP,SVZIOOG Mobile Game Controller [Upgrade Version] Mobile Gaming Trigger for PUBG/Fortnite/Rules of Survival Gaming Grip and Gaming Joysticks for 4.5-6.5inch Android iOS Phone,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B07HN91GHZ,"Redragon M652 Optical 2.4G Wireless Mouse with USB Receiver, Portable Gaming & Office Mice, 5 Adjustable DPI Levels, 6 Buttons for Desktop, MacBook, Notebook, PC, Laptop, Computer","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B074X3HWLY,BLUE LAKE Performance 2 Pack Wireless Controller 2.4G Compatible with Sony Playstation 2 PS2 (Jet Black),"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 2', 'Accessories']"
B08K2XNH68,2020 NexiGo Touch Controller Grip Cover & Knuckle Strap & Lens Protect Cover Set for Oculus Quest 2,"['Video Games', 'PC', 'Virtual Reality', 'Accessories']"
B07DYHJYDW,"HDMI Adapter for Nintendo Switch, 4K@ 60Hz Switch Adapter Dock for TV, Portable Switch Docking Station, USB C to HDMI Digital AV Multiport Hub Compatible with Switch/Android/Samsung/MacBook/PC","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo DS']"
B08GDHCB49,Arctis 9 Wireless Wireless Gaming Headset for PC,"['Video Games', 'PC', 'Accessories', 'Headsets']"
B07GM5MP6M,"Veanic Replacement Joystick Analog Thumb Stick Repair Kit for Nintendo Switch/Switch OLED Model/Switch Lite Joy-Con Controller - Include Y1.5, Cross Screwdriver, Pry Tools + 2 Thumbstick Caps","['Video Games', 'Nintendo Switch', 'Accessories', 'Repair Tools & Replacement Parts']"
B014KXLZZG,Nintendo 3DS Game Card Case 24 - Black,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo DS', 'Accessories', 'Cases & Storage']"
B07NQCDWWN,The Legend of Zelda: TriForce Heroes - 3DS,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B001RTKZSA,PlayStation 3 PS3 Controler Charge Cable USB A to Mini B with Cable Tie [PlayStation 3],[]
B077X69CH7,Tom Clancy's The Division (Xbox One),"['Video Games', 'Legacy Systems', 'PlayStation Systems']"
B0B9D6J6C9,"8Bitdo Ultimate Bluetooth Controller with Charging Dock, Wireless Pro Controller with Hall Effect Sensing Joystick, Compatible with Switch, Windows and Steam Deck (White)","['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B09GVQ2DWG,"JETech Screen Protector Compatible with Nintendo Switch (OLED Model) 7-Inch 2021 Release, Tempered Glass Film, 2-Pack","['Video Games', 'Nintendo Switch', 'Accessories', 'Faceplates, Protectors & Skins', 'Screen Protectors']"
B08GGDT47N,Xbox One S,"['Video Games', 'Xbox One', 'Consoles']"
B09CDVYCTD,"Preschool Activity Books Trucks, Cars, and Airplanes: 80 Games to Learn Letters, Numbers, Colors, and Shapes (School Skills Activity Books) [Spiral-bound] Valerie Deneen",[]
B078N2VBTK,Amazon Basics Mono Gaming Chat Headset Officially Licensed for PlayStation 4,"['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B074KSX7PJ,Minecraft: Story Mode - Season 2 - Xbox 360 Standard Edition,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Games']"
B005K1SI8A,Thrustmaster Ferrari 458 Racing Wheel for Xbox 360,[]
B00B3C2ZUC,Pokemon: Yellow Version - Special Pikachu Edition,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Game Boy Systems', 'Game Boy Advance', 'Games']"
B0BLJD17W1,Deruitu Switch Carrying Case Compatible with Nintendo Switch/Switch OLED - Fit AC Charger Adapter - with 20 Game Cartridges Hard Shell Travel Switch Pouch for Console & Accessories,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Cases & Storage']"
B086BTBPQM,Borderlands Legendary Collection,"['Video Games', 'Nintendo Switch', 'Games']"
B07P2MLMLK,Bravely Second: End Layer - Nintendo 3DS,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B07N4BSS69,KontrolFreek FPS Freek Battle Royale Nightfall Performance Thumbsticks for Xbox One and Xbox Series X | Performance Thumbsticks | 2 High-Rise Convex | Black,"['Video Games', 'Xbox One', 'Accessories', 'Thumb Grips']"
B08DCLV85W,Logitech G333 VR Earphones for Oculus Quest 2 - Oculus Ready - Custom-length Cable and Straps - Dual Driver Audio Designed for Gaming - Durable Aluminum Housing - Low-Latency 3.5 mm Aux,"['Video Games', 'PC', 'Accessories', 'Headsets']"
B07TS1W9XD,"Gaming Headset for PS4, PS5, PC Headphones with Microphone LED Light Mic for Nintendo Switch Playstation Computer, K5 pro (Black&Blue)","['Video Games', 'PlayStation 5', 'Accessories', 'Gaming Headsets']"
B088MZ4TBT,PGA Tour 2K21 (PS4),"['Video Games', 'PlayStation 4', 'Games']"
0399588175,Born a Crime: Stories from a South African Childhood,"['Video Games', 'PC', 'Games']"
B0852WQQZP,"Havit 60% Wireless Mechanical Keyboard and Wired Mouse, Bluetooth 5.1 & Type C Wired 68 Keys Gaming Keyboard Brown Switch,Programmable Gaming Mouse for Multi-Device PC Laptop Gamer (Black)","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B08NQR9R2D,Luigi's Mansion 3 Standard Edition - Nintendo Switch (European Version),"['Video Games', 'Nintendo Switch', 'Games']"
B07JV9NH7Q,Assassins Creed Odyssey (PS4),"['Video Games', 'PlayStation 4', 'Games']"
B016P6KIFY,PlayStation 4 500GB Console - Uncharted: The Nathan Drake Collection Bundle (Physical Disc)[Discontinued],"['Video Games', 'PlayStation 4', 'Consoles']"
B085LDNMPP,"TALK WORKS Nintendo Switch Screen Protector - Scratch, Crack Resistant, Ultra-Thin HD Touchscreen Tempered Glass Cover (Pack of 3)","['Video Games', 'Nintendo Switch', 'Accessories', 'Faceplates, Protectors & Skins', 'Screen Protectors']"
B0050SXI6K,Ratchet & Clank Collection,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B01N3ASPNV,amFilm Tempered Glass Screen Protector for Nintendo Switch 2017 (2-Pack),"['Video Games', 'Nintendo Switch', 'Accessories', 'Faceplates, Protectors & Skins', 'Screen Protectors']"
B071G84N42,Nintendo Switch - Animal Crossing: New Horizons Edition - Switch - UK Version,"['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B014VGHIRQ,Kirby's Epic Yarn,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Games']"
B08LBZVSB5,"Meedasy Kids Adults Over-Ear Gaming Headphone for Xbox One, Bass Surrounding Stereo, PS4 Gaming Headset with Microphone and Volume Control for Laptop, PC, Wired Noise Isolation (Pink)","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B0C3QHBQS2,"HyperX SoloCast – USB Condenser Gaming Microphone, for PC, PS5, PS4, and Mac, Tap-to-Mute Sensor, Cardioid Polar Pattern, Great for Streaming, Podcasts, Twitch, YouTube, Discord - White","['Video Games', 'PC', 'Accessories', 'Controllers']"
B015N6R8XC,Old Skool Xbox Controller S-Type Wired Game Pad - Black,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox', 'Accessories']"
B0050SVMYA,Nintendo 3DS - Flame Red,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Consoles']"
B06X9GM7QF,"KontrolFreek FPS Freek Edge for Playstation 4 (PS4) and Playstation 5 (PS5) | Performance Thumbsticks | 1 High-Rise Convex, 1 Low-Rise Convex | Blue","['Video Games', 'PlayStation 4', 'Accessories', 'Thumb Grips']"
B092JQXQ5L,F1 2021 (PS5),"['Video Games', 'PlayStation 5', 'Games']"
B01GY35QPU,Detroit Become Human - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B07V5LZMTH,"[4 Pack] Screen Protector Tempered Glass for Nintendo Switch Lite, iVoler Transparent HD,High Definition,Clear Anti-Scratch with Anti-Fingerprint Bubble-Free Fit Switch Lite 2019","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Games']"
B086TTDZNB,"Corsair Dark Core RGB Pro, Wireless FPS/MOBA Gaming Mouse with SLIPSTREAM Technology, Black, Backlit RGB LED, 18000 DPI, Optical,CH-9315411-NA","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B000LSJKAM,Mario Party 8,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Games']"
B077687NVQ,Call of Duty WWII (PS4),"['Video Games', 'PlayStation 4', 'Games']"
B087YZBW3K,BEIARA Mario Kart Racing Wheel Compatible with Nintendo Wii - 2Sets (Black & White),"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Controllers', 'Racing Wheels']"
B0112S4888,Nintendo 3DS-NFC-Lese-/Schreibgerät,[]
B08MBKGJVY,Kingdom Hearts,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 2', 'Games']"
B08NFQ215L,"HEYSTOP Case Compatible with Nintendo Switch Case Screen Protector,TPU Protective Heavy Duty Cover Case for Nintendo Switch with Shock Absorption and Anti-Scratch","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B0BKSDDDR3,Logitech G613 Lightspeed Wireless Mechanical Gaming Keyboard and G305 Lightspeed Wireless Gaming Mouse,"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B004UD0TC2,Red Dead Redemption - Playstation 3,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B09V79V4VP,"The Ultimate SPAM Cookbook: 100+ Quick and Delicious Recipes from Traditional to Gourmet (Fox Chapel Publishing) How to Elevate Ramen, Pizza, Sliders, Breakfast, & More with Hormel's Little Blue Can",[]
B00ZSSOTDS,Pokemon Emerald Version - Game Boy Advance,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Game Boy Systems', 'Game Boy Advance', 'Games']"
B00J2E3DEK,"KontrolFreek FPS Freek Vortex for Xbox One and Xbox Series X Controller | Performance Thumbsticks | 1 High-Rise Convex, 1 Mid-Rise Concave | Orange","['Video Games', 'Xbox One', 'Accessories', 'Thumb Grips']"
B0015AARJI,PlayStation 3 Dualshock 3 Wireless Controller (Black),"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Accessories', 'Controllers']"
B07QXLC24V,"Razer Turret Wireless Mechanical Gaming Keyboard & Mouse Combo for PC, Xbox One, Xbox Series X & S: Chroma RGB/Dynamic Lighting - Retractable Magnetic Mouse Mat - 40hr Battery, Classic Black","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B07PY8PHQ7,"Lyyes Power Supply for Xbox 360 Slim, AC Adapter Replacement for Xbox 360 Slim Console","['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Cables & Adapters', 'Adapters']"
B07NVV9T3V,Grand Theft Auto 5 PS4 - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B0B8YC7Y24,"eXtremeRate Custom Home Guide Button LED Mod Stickers for Xbox Series X/S, Xbox One Elite V1/V2, Xbox One S/X, Xbox One Standard Controller with Tools Set - 40pcs in 8 Colors","['Video Games', 'Xbox One', 'Accessories', 'Faceplates, Protectors & Skins']"
B00004SVV9,Super Mario Bros. 3,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo NES', 'Games']"
B07NPWXZ99,PowerA Wired Controller + Chat Headset Bundle for Xbox One - White (Xbox One),"['Video Games', 'Xbox One', 'Accessories', 'Controllers']"
B07FVS4DTT,Ortz Xbox One Power Supply [ENHANCED QUIET VERSION] AC Adapter Cord Best for Charging - Brick Style - Great Charger Accessory Kit with Cable,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Cables & Adapters']"
B07SJ4LV23,"DREVO Gramr 84 Key Rainbow Backlit Mechanical Gaming Keyboard USB Wired 75% TKL Keyboard Blue Switch, Black","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B001KMRN0M,PlayStation Portable 3000 Core Pack System - Piano Black,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'Sony PSP', 'Consoles']"
B0C27FW6J2,"NUBWO HW02 USB Headset with Microphone Noise Cancelling &in-line Control, Super Light, Ultra Comfort Computer Headset for Laptop pc, On-Ear Wired Office Call Center Headset for Boom Skype Webinars","['Video Games', 'PC', 'Accessories', 'Headsets']"
B07B8G9K8L,Blue Planet II 2 Limited Edition Steelbook 4K Ultra HD Blu ray Planet Earth,[]
B000FDE058,New Super Mario Bros,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo DS', 'Games']"
B01IGXFU8O,HDE PSX PS2 USB Dual Controller to PC Adapter Converter,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 2', 'Accessories']"
B01GVE4YB4,Microsoft Original Xbox Kinect Adapter for Xbox One S and Windows 10 PC,"['Video Games', 'Xbox One', 'Accessories', 'Cables & Adapters', 'Adapters']"
B09C2DLCPG,"EVGA Z12 RGB Gaming Keyboard, RGB Backlit LED, 5 Programmable Macro Keys, Dedicated Media Keys, Water Resistant, 834-W0-12US-KR, Black","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B077SN7QN3,"Fosmon Dual 2 MAX Charger with 2X 2200mAh Rechargeable Battery Pack Compatible with Xbox Series X/S(2020), Xbox One/One X/One S Elite Controllers, High Speed Charging Docking Station Kit - White","['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Cases & Storage']"
B016PWS77E,Splatoon,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii U', 'Games']"
B00ZGCGR2W,Kingdom Hearts 3 (Xbox One),"['Video Games', 'Xbox One', 'Games']"
B00ZUVKB7G,Pokemon Pearl Version Nintendo DS,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo DS', 'Games']"
B07JG3BS6N,"TOMSIN Metal Buttons for PS4 Controller Gen 1, Aluminum Metal Thumbsticks Analog Grip & Bullet Buttons & D-pad & L1 R1 L2 R2 Triggers (Gold)","['Video Games', 'PlayStation 4', 'Accessories', 'Accessory Kits']"
B01MZAUPD6,"Nintendo Switch High Speed Car Charger , USB by HORI Officially Licensed by Nintendo","['Video Games', 'Nintendo Switch', 'Accessories', 'Batteries & Chargers']"
B083MNB4D8,"Thrustmaster T-LCM Pedals (PS5, PS4, XBOX Series X/S, One, PC)","['Video Games', 'PC', 'Accessories', 'Controllers']"
B01N6S068R,"Nintendo Switch Wired Internet LAN Adapter by HORI Officially Licensed by Nintendo, Case","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii U']"
B08G84VLJY,"Kikc PS4 Gaming Headset with Mic for Xbox One, PS5, PC, Mobile Phone and Notebook, Controllable Volume Gaming Headphones with Soft Earmuffs for Kid","['Video Games', 'PlayStation 5', 'Accessories', 'Gaming Headsets']"
B08HWJB5TL,The Sims 4 - Nifty Knitting Stuff Pack - Origin PC [Online Game Code],"['Video Games', 'PC', 'Games']"
B074DVN271,"daydayup Switch Case and Tempered Glass Screen Protector Compatible with Nintendo Switch - Deluxe Hard Shell Travel Carrying Case, Pouch Case for Nintendo Switch Console & Accessories, Blue","['Video Games', 'Nintendo Switch', 'Accessories']"
B00F63QTU6,Playstation 4 Officially Licensed Clip for Playstation Camera (PS4),"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'Sony PSP', 'Accessories', 'Accessory Kits']"
B071RNDK8H,"Orzly Nintendo Switch Joy Con Charging Dock, Pro Controller Charging Station, Charge Stand Becomes Charger for Upto 4 JoyCons or Nintendo Switch Pro Controller, USB Power, Type C Cable Included","['Video Games', 'Nintendo Switch', 'Accessories', 'Batteries & Chargers']"
B09H73LTM6,Xbox Series S – Fortnite & Rocket League Bundle,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox', 'Consoles']"
B07WPM411R,Animal Crossing New Leaf -Nintendo 3DS (World Edition),"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B00DUARDFC,Lego Marvel Super Heroes,"['Video Games', 'Xbox One', 'Games']"
B00O15486W,Final Fantasy XIV Online: 60 Day Time Card [Online Game Code],"['Video Games', 'PC', 'Games']"
B07NTL7FXN,"RGB Gaming Mouse Pad, GIM USB Large Extended Led Mouse Pad with 14 Lighting Modes,Computer Keyboard Mouse Mat Waterproof with Anti-Slip Rubber Base for Gamer 31.5 x 12inch","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B0795FNYH9,Mario Kart 64,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 64', 'Games']"
B07JHJM9FG,"Kinect Adapter for Xbox One S Xbox One X Windows PC [UL Listed] Xbox Kinect Adapter Power Supply for Xbox 1S 1X Kinect 2.0 Sensor, Xbox One Kinect Adapter for PC Windows 10 8.1 8","['Video Games', 'Xbox One', 'Accessories', 'Cables & Adapters', 'Adapters']"
B0055854J4,The Outlaw Josey Wales,"['Video Games', 'PlayStation 4', 'Games']"
B00ZM5OXD8,Dishonored 2 - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B01N1SJ9IZ,Razer BlackWidow Chroma V2: Esports Gaming Keyboard - Ergonomic Wrist Rest - 5 Dedicated Macro Keys Orange Mechanical Switches (Tactile and Silent),"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B07F2N1VNY,Nintendo 64 System - Video Game Console (Renewed),"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 64', 'Consoles']"
B00CQXM598,PlayStation 3 500 GB System,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Consoles']"
B07SV5F981,Nintendo Amiibo - Link: The Legend of Zelda: Link's Awakening Series - Switch,"['Video Games', 'Nintendo Switch', 'Accessories']"
B09D7VSGQQ,"Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B086LXMK7Z,Xenoblade Chronicles: Definitive Edition (Nintendo Switch) (European Version),"['Video Games', 'Nintendo Switch', 'Games']"
B07TJ141Q9,"DS Lite Charger, AC Adapter for Nintendo DS Lite Systems Power Charger, Wall Travel Charger Power Cord Charging Cable 5.2V 450mA","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo DS', 'Accessories', 'Cables & Adapters', 'Adapters']"
B07VHRVRSJ,BUTFULAKE Gaming Headset Wired Headphones for PS5 PS4 Xbox One PC Over Ear Headphones with Microphone Green LED Light Game Headsets for Nintendo Switch PSP Smartphones,"['Video Games', 'Xbox One', 'Accessories', 'Headsets']"
B004HX1QFY,Nyko Intercooler STS for Xbox 360 Slim,"['Video Games', 'Value Games Under $20']"
B07H53PZY8,Mudrunner - American Wilds Edition - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B079M157ZW,PowerA Compact Metal Stand for Nintendo Switch - Super Mario,[]
B08JMFH9HY,Monster Hunter Rise: Nintendo Switch,"['Video Games', 'Nintendo Switch']"
B07DHNX18W,Razer Huntsman Elite Gaming Keyboard: Fast Keyboard Switches - Clicky Optical Switches - Chroma RGB Lighting - Magnetic Plush Wrist Rest - Dedicated Media Keys & Dial - Classic Black,"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B0728KSKF8,AUSTOR Case for Nintendo New 3DS XL (Black+Rose),"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Accessories', 'Cases & Storage']"
B00CTKHXFO,Metal Gear Solid: The Legacy Collection,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B00ZG1S88E,Horizon Zero Dawn Standard Edition,"['Video Games', 'PlayStation 4', 'Games']"
